Title,Price,Location,Link
SPECTRA Dough Machine | Atta Making Machine 3.5 KG Capacity,N/A,Delivery,https://www.olx.com.pk/item/spectra-dough-machine-atta-making-machine-3-5-kg-capacity-iid-ev531777-1
Remote For StarSat Extreme 2000 HD Receiver,N/A,Delivery,https://www.olx.com.pk/item/remote-for-starsat-extreme-2000-hd-receiver-iid-ev532105-1
Original Usa X 96 Android Box 8 Gb Ram 128 Gb Storage,N/A,Delivery,https://www.olx.com.pk/item/original-usa-x-96-android-box-8-gb-ram-128-gb-storage-iid-ev533909-1
Silver DK-3888 Tripod Stand,N/A,Delivery,https://www.olx.com.pk/item/silver-dk-3888-tripod-stand-iid-ev373016-1
Ghalib Cooling Center – Premium Repair & AC Trading Solutions,N/A,Featured,https://www.olx.com.pk/item/ghalib-cooling-center-premium-repair-ac-trading-solutions-iid-1113051433
"IPTV Subscription Watch Live TV with IPTV HD Channels, Sports, Movies",N/A,Featured,https://www.olx.com.pk/item/iptv-subscription-watch-live-tv-with-iptv-hd-channels-sports-movies-iid-1105605822
Resident Evil Requiem Available For PS5,N/A,"Timber Market Scheme, Lahore•",https://www.olx.com.pk/item/resident-evil-requiem-available-for-ps5-iid-1107345595
Acer Swift 3 i7 10th Gen – For Parts – RAM/Motherboard Issue – No SSD,N/A,•,https://www.olx.com.pk/item/acer-swift-3-i7-10th-gen-for-parts-rammotherboard-issue-no-ssd-iid-1113346634
wireless Holder CCTV camera,N/A,"Others, Peshawar•",https://www.olx.com.pk/item/wireless-holder-cctv-camera-iid-1113346632
Air cooler / Ducting / Exhaust Blower / Air Cooler / Kitchen Hood,N/A,"Abid Market, Lahore•",https://www.olx.com.pk/item/air-cooler-ducting-exhaust-blower-air-cooler-kitchen-hood-iid-1113346630
Air cooler / Ducting / Exhaust Blower / Air Cooler / Kitchen Hood,N/A,"Park View City - Orchard Block, Lahore•",https://www.olx.com.pk/item/air-cooler-ducting-exhaust-blower-air-cooler-kitchen-hood-iid-1113346629
EcoStar IRIS IR-1290S UPS,N/A,•,https://www.olx.com.pk/item/ecostar-iris-ir-1290s-ups-iid-1113346626
Haier AC,N/A,"Korangi Industrial Area, Karachi•",https://www.olx.com.pk/item/haier-ac-iid-1113346625
washing mechine,N/A,"Sadiqabad, Rawalpindi•",https://www.olx.com.pk/item/washing-mechine-iid-1113346622
Hp 7th generation,N/A,"Allama Iqbal Road, Mirpur•",https://www.olx.com.pk/item/hp-7th-generation-iid-1113346621
Refrigerator and freezer,N/A,"Kalma Chowk, Rawalpindi•",https://www.olx.com.pk/item/refrigerator-and-freezer-iid-1113346617
core I 5 1 gen 4 gb ram ddr3 160 gb storage,N/A,"Mangla Road, Dina•",https://www.olx.com.pk/item/core-i-5-1-gen-4-gb-ram-ddr3-160-gb-storage-iid-1113346614
Refrigerator,N/A,"Jhangi Syedan, Islamabad•",https://www.olx.com.pk/item/refrigerator-iid-1113346608
Hp Victus 15,N/A,Featured,https://www.olx.com.pk/item/hp-victus-15-iid-1112856537
Apple MacBook Air M4 / 13 inch / 16 GB RAM / 256GB storage / Starlight,N/A,Featured,https://www.olx.com.pk/item/apple-macbook-air-m4-13-inch-16-gb-ram-256gb-storage-starlight-iid-1112893051
Canon EOS 70D DSLR Camera – Used Excellent Condition,N/A,Featured,https://www.olx.com.pk/item/canon-eos-70d-dslr-camera-used-excellent-condition-iid-1113290787
Lenovo ThinkBook 15 – Powerful & Reliable Performance,N/A,Featured,https://www.olx.com.pk/item/lenovo-thinkbook-15-powerful-reliable-performance-iid-1112993187
"Apple Macbook Pro 2020, 13 inches, Core i7, 16GB Ram, 512GB SSD",N/A,Featured,https://www.olx.com.pk/item/apple-macbook-pro-2020-13-inches-core-i7-16gb-ram-512gb-ssd-iid-1112661892
TCL Remote Cover For TCL LED,N/A,Buy with Delivery,https://www.olx.com.pk/item/tcl-remote-cover-for-tcl-led-iid-ev531787-1
"ORIGINAL Special USA Original X96Q 4K Ultra HD Smart Android 10.0 TV Box - Allwinner H313 Quad-Core, 8GB eMMC, 2.4G WiFi Media Player",N/A,Delivery,https://www.olx.com.pk/item/original-special-usa-original-x96q-4k-ultra-hd-smart-android-10-0-tv-box-allwinner-h313-quad-core-8gb-emmc-2-4g-wifi-media-player-iid-ev533739-1
"Electronic Science Project Kit for Kids DC motor fan, LEDs ,Batteries",N/A,Delivery,https://www.olx.com.pk/item/electronic-science-project-kit-for-kids-dc-motor-fan-leds-batteries-iid-ev420686-1
Odishion LN-311 Wireless Speaker Type: Portable Bluetooth mini speaker,N/A,Delivery,https://www.olx.com.pk/item/odishion-ln-311-wireless-speaker-type-portable-bluetooth-mini-speaker-iid-ev526885-1
18 PCs Black Nail Kit Box (Premium Quality),N/A,Delivery,https://www.olx.com.pk/item/18-pcs-black-nail-kit-box-premium-quality-iid-ev479588-1
Kingston 8GB Memory Card (1 Year Warranty) by ALI's Electronics,N/A,Delivery,https://www.olx.com.pk/item/kingston-8gb-memory-card-1-year-warranty-by-ali-s-electronics-iid-ev463212-1
Bruno Vegetable & Salad Cutter Potato / Onion Cutter Slicer Kitchen item Simple and Easy Use - Original Bruno Not A Copy,N/A,Delivery,https://www.olx.com.pk/item/bruno-vegetable-salad-cutter-potato-onion-cutter-slicer-kitchen-item-simple-and-easy-use-original-bruno-not-a-copy-iid-ev476487-1
New 12 pcs Washing Machine Tablet (Box Packing),N/A,Delivery,https://www.olx.com.pk/item/new-12-pcs-washing-machine-tablet-box-packing-iid-ev421562-1
RJ45 Female Connector RJ 45 Coupler Extender Joinder Ethernet LAN Jointer Rj45 jointer,N/A,Delivery,https://www.olx.com.pk/item/rj45-female-connector-rj-45-coupler-extender-joinder-ethernet-lan-jointer-rj45-jointer-iid-ev329513-1
Absen Lithium Battery | soluna | Solar Battery | goodwe | solar system,N/A,Featured,https://www.olx.com.pk/item/absen-lithium-battery-soluna-solar-battery-goodwe-solar-system-iid-1112505811
DIGICAMS,N/A,Featured,https://www.olx.com.pk/item/digicams-iid-1113288454
Editing / Gaming PC - AMD Ryzen 7 3700X | Nvidia RTX 2060 (6GB),N/A,Featured,https://www.olx.com.pk/item/editing-gaming-pc-amd-ryzen-7-3700x-nvidia-rtx-2060-6gb-iid-1113089138
zong device contact 03156433908,N/A,"Airline Housing Society, Lahore•",https://www.olx.com.pk/item/zong-device-contact-03156433908-iid-1113346602
All in all computer,N/A,"Green Town, Lahore•",https://www.olx.com.pk/item/all-in-all-computer-iid-1113346584
Kenwood Crystal 1 ton,N/A,"North Nazimabad - Block H, Karachi•",https://www.olx.com.pk/item/kenwood-crystal-1-ton-iid-1113346568
Legion go /Z1 /extreme/1TB/16GB full box for sale,N/A,•,https://www.olx.com.pk/item/legion-go-z1-extreme1tb16gb-full-box-for-sale-iid-1113346561
APC SMART UPS ALL MODELS AVAILABLE 1kva to 10kva  All APC Smart UPS M,N/A,"Awan Town, Lahore•",https://www.olx.com.pk/item/apc-smart-ups-all-models-available-1kva-to-10kva-all-apc-smart-ups-m-iid-1113346546
INVT CHF100A 18kW–220kW Inverters – High Efficiency & Reliable,N/A,"Cantt, Multan•",https://www.olx.com.pk/item/invt-chf100a-18kw220kw-inverters-high-efficiency-reliable-iid-1111883987
Fuji Eco Solar 30Hp/22Kw – Boost Water Output | Made in Japan,N/A,"Babu Sabu, Lahore•",https://www.olx.com.pk/item/fuji-eco-solar-30hp22kw-boost-water-output-made-in-japan-iid-1111883912
"""Lenovo G2 - 15.6"" 11th Gen Intel Core, 16GB RAM, 256GB SSD",N/A,"Pansera Gojra Road, Gojra•",https://www.olx.com.pk/item/lenovo-g2-156-11th-gen-intel-core-16gb-ram-256gb-ssd-iid-1108257143
2.6 kv powerfull  Generatior OES brand,N/A,"Mashallah Garden, Karachi•",https://www.olx.com.pk/item/26-kv-powerfull-generatior-oes-brand-iid-1105097830
i5 with 4 generation PC,N/A,"Jaranwala, Faisalabad•",https://www.olx.com.pk/item/i5-with-4-generation-pc-iid-1113346541
CEILING FAN LOMINAR,N/A,"Model Town Ugoki, Sialkot•",https://www.olx.com.pk/item/ceiling-fan-lominar-iid-1113346536
Beast gaming pc,N/A,•,https://www.olx.com.pk/item/beast-gaming-pc-iid-1113346512
Premium Business Ultrabook - HP EliteBook 1040 G3,N/A,"Mohlanwal Road, Lahore•",https://www.olx.com.pk/item/premium-business-ultrabook-hp-elitebook-1040-g3-iid-1113346510
FULL HD 4K ANDROID SMART PROJECTOR/MULTIMEDIA PROJECTOR/ HOME &OFFICE,N/A,Featured,https://www.olx.com.pk/item/full-hd-4k-android-smart-projectormultimedia-projector-home-office-iid-1111478622
Brand New Humidifier 12 litres/hour ultrasonic humidifier mist machine,N/A,Featured,https://www.olx.com.pk/item/brand-new-humidifier-12-litreshour-ultrasonic-humidifier-mist-machine-iid-1100066396
Fresh Solis Hybrid Inverter Stock | Fix Power | Wholesale Rates Lahore,N/A,Featured,https://www.olx.com.pk/item/fresh-solis-hybrid-inverter-stock-fix-power-wholesale-rates-lahore-iid-1111969486
Nexus 6kW Single-Phase Hybrid Inverter,N/A,Featured,https://www.olx.com.pk/item/nexus-6kw-single-phase-hybrid-inverter-iid-1107880068
FULL HD 4K ANDROID SMART PROJECTOR/MULTIMEDIA PROJECTOR/HOME CINEMA,N/A,Featured,https://www.olx.com.pk/item/full-hd-4k-android-smart-projectormultimedia-projectorhome-cinema-iid-1112810936
Window AC Inverter DC Japanese American 0.5 Ton 0.75 Ton 1 Ton 1.5 Ton,N/A,Featured,https://www.olx.com.pk/item/window-ac-inverter-dc-japanese-american-05-ton-075-ton-1-ton-15-ton-iid-1112669943
Portable Karaoke Speaker with Wireless Mic,N/A,Buy with Delivery,https://www.olx.com.pk/item/portable-karaoke-speaker-with-wireless-mic-iid-ev512778-1
Original Usa X 96 Android Box 8 Gb Ram 128 Gb Storage,N/A,Delivery,https://www.olx.com.pk/item/original-usa-x-96-android-box-8-gb-ram-128-gb-storage-iid-ev532974-1
SPA Energy healthful spa shower head Single Mode,N/A,Delivery,https://www.olx.com.pk/item/spa-energy-healthful-spa-shower-head-single-mode-iid-ev480051-1
"Reolink Argus PT Ultra 4K 8MP Wireless Camera with Solar and Battery Power, Pan & Tilt Functionality",N/A,Delivery,https://www.olx.com.pk/item/reolink-argus-pt-ultra-4k-8mp-wireless-camera-with-solar-and-battery-power-pan-tilt-functionality-iid-ev446769-1
Millat Saver Bulb for Mosquito Insect Control,N/A,Delivery,https://www.olx.com.pk/item/millat-saver-bulb-for-mosquito-insect-control-iid-ev373035-1
"Jmary SR-56 Super Clamp for Cameras, GoPro, and Mobile Devices",N/A,Delivery,https://www.olx.com.pk/item/jmary-sr-56-super-clamp-for-cameras-gopro-and-mobile-devices-black-iid-ev251719-1
"Special USA Original X96Q 4K Ultra HD Smart Android 10.0 TV Box - Allwinner H313 Quad-Core, 8GB eMMC, 2.4G WiFi Media Player",N/A,Delivery,https://www.olx.com.pk/item/special-usa-original-x96q-4k-ultra-hd-smart-android-10-0-tv-box-allwinner-h313-quad-core-8gb-emmc-2-4g-wifi-media-player-iid-ev533195-1
Smart Robot  Cleaner with Mop | Rechargeable | Wet & Dry Cleaning | Automatic Sweeping Home Appliance,N/A,Delivery,https://www.olx.com.pk/item/smart-robot-cleaner-with-mop-rechargeable-wet-dry-cleaning-automatic-sweeping-home-appliance-iid-ev504647-1
Reolink Argus Eco Solar Security Camera for Outdoor Home Protection with Night Vision,N/A,Delivery,https://www.olx.com.pk/item/reolink-argus-eco-solar-security-camera-for-outdoor-home-protection-with-night-vision-iid-ev532842-1
Digitech UPS Systems –Free Delivery with Warranty & Free Installation,N/A,Featured,https://www.olx.com.pk/item/digitech-ups-systems-free-delivery-with-warranty-free-installation-iid-1113102751
AC Old New AC Sale Purchase/Window AC/ Gree AC/Split AC/DC Inverter,N/A,Featured,https://www.olx.com.pk/item/ac-old-new-ac-sale-purchasewindow-ac-gree-acsplit-acdc-inverter-iid-1107076095
"Samsung led tv 40"" simple without Internet",N/A,"Sadat Colony, Multan•",https://www.olx.com.pk/item/samsung-led-tv-40-simple-without-internet-iid-1113346483
DC 12V High Pressure Double Motor Water Agricultural Electric Automatc,N/A,"Saddar, Rawalpindi•",https://www.olx.com.pk/item/dc-12v-high-pressure-double-motor-water-agricultural-electric-automatc-iid-1111293720
12V DC Double Motor High Pressure Water Agricultural Automatic Pump,N/A,"Model Town - Block R, Lahore•",https://www.olx.com.pk/item/12v-dc-double-motor-high-pressure-water-agricultural-automatic-pump-iid-1111293639
"DC 12V Pump Solar Pump 8watt for DC Air Co,oler Pump Hydroponic System",N/A,•,https://www.olx.com.pk/item/dc-12v-pump-solar-pump-8watt-for-dc-air-cooler-pump-hydroponic-system-iid-1111293600
12V DC Double Motor Water Pump High Pressure Agricultural Electric,N/A,"Faisal Town, Lahore•",https://www.olx.com.pk/item/12v-dc-double-motor-water-pump-high-pressure-agricultural-electric-iid-1111293314
Arduino Nano V3 Type C.,N/A,"Mozang, Lahore•",https://www.olx.com.pk/item/arduino-nano-v3-type-c-iid-1110252454
PS4 & PS5 Games Available,N/A,"Timber Market Scheme, Lahore•",https://www.olx.com.pk/item/ps4-ps5-games-available-iid-1106670778
Midas Italy brand,N/A,"Quaid-e-Azam Industrial Estate, Lahore•",https://www.olx.com.pk/item/midas-italy-brand-iid-1113346448
Legion go /Z1 /extreme/1TB/16GB deliver ho jayegi full box for sale,N/A,"Cantt, Attock•",https://www.olx.com.pk/item/legion-go-z1-extreme1tb16gb-deliver-ho-jayegi-full-box-for-sale-iid-1113346447
Gaming PC (Read Post For Details Specs),N/A,"Jora Pull, Lahore•",https://www.olx.com.pk/item/gaming-pc-read-post-for-details-specs-iid-1113346440
Apple MacBook pro m1 2020 / 8/256 gb,N/A,"Saddar, Karachi•",https://www.olx.com.pk/item/apple-macbook-pro-m1-2020-8256-gb-iid-1113346432
4 marla House For Sale,N/A,"Kahuta, Rawalpindi•",https://www.olx.com.pk/item/4-marla-house-for-sale-iid-1113346415
APC SMART UPS ALL MODELS AVAILABLE 1kva to 10kva  All APC Smart UPS M,N/A,"Islampura, Lahore•",https://www.olx.com.pk/item/apc-smart-ups-all-models-available-1kva-to-10kva-all-apc-smart-ups-m-iid-1113346406
Apple IIc Vintage Computer Set (With Monitor & Boxes),N/A,•,https://www.olx.com.pk/item/apple-iic-vintage-computer-set-with-monitor-boxes-iid-1113346401
Single impeller pump,N/A,"New Multan - Block U, Multan•",https://www.olx.com.pk/item/single-impeller-pump-iid-1113346395
IPTV Service / IPTV Streaming Service / IPTV Service Provider,N/A,Featured,https://www.olx.com.pk/item/iptv-service-iptv-streaming-service-iptv-service-provider-iid-1112839814
"MSI Curved 34 inch, 165hz",N/A,Featured,https://www.olx.com.pk/item/msi-curved-34-inch-165hz-iid-1113340827
Anex Air Fryer – Oil-Free Cooking | Excellent Condition,N/A,Featured,https://www.olx.com.pk/item/anex-air-fryer-oil-free-cooking-excellent-condition-iid-1113099848
Angel Generator,N/A,Featured,https://www.olx.com.pk/item/angel-generator-iid-1113102426
0.5 Ton Windo Ship Ac Discount offer  Best price,N/A,Featured,https://www.olx.com.pk/item/05-ton-windo-ship-ac-discount-offer-best-price-iid-1110435559
Nikon D750 Full Frame with 24-85mm VR Lens – Clean Condition,N/A,Featured,https://www.olx.com.pk/item/nikon-d750-full-frame-with-24-85mm-vr-lens-clean-condition-iid-1113192340
"400ml Electric Self-Stirring Mug with Double Insulation for Coffee, Milk, and Chocolate",N/A,Buy with Delivery,https://www.olx.com.pk/item/400ml-electric-self-stirring-mug-with-double-insulation-for-coffee-milk-and-chocolate-iid-ev492384-1
"12V Car Immersion Heater for Tea, Coffee, and Water",N/A,Delivery,https://www.olx.com.pk/item/12v-car-immersion-heater-for-tea-coffee-and-water-iid-ev373008-1
Professional Spiral Potato Cutter Tornado Cutter Stainless Steel,N/A,Delivery,https://www.olx.com.pk/item/professional-spiral-potato-cutter-tornado-cutter-stainless-steel-iid-ev355788-1
13A Domestic Fuses 12Pcs British Plug Top Household Mains 13amp Cartridge Fuse 6mm x 25mm,N/A,Delivery,https://www.olx.com.pk/item/13a-domestic-fuses-12pcs-british-plug-top-household-mains-13amp-cartridge-fuse-6mm-x-25mm-iid-ev533860-1
Carol GS-55 Dual Impedance Vical Mircophone Dynamic Karaoke Multipurpose Handheld Mic With Wire,N/A,Delivery,https://www.olx.com.pk/item/carol-gs-55-dual-impedance-vical-mircophone-dynamic-karaoke-multipurpose-handheld-mic-with-wire-iid-ev421142-1
Handheld Electric Milk Frother and Whisk for Cappuccinos and Coffee,N/A,Delivery,https://www.olx.com.pk/item/handheld-electric-milk-frother-and-whisk-for-cappuccinos-and-coffee-iid-ev492475-1
"New New Motion Sensor Bulb Holder Light Socket, Screw Light Bulb 360° Holder LED PIR Infrared Motion Sensor Lamp Switch Socket with Adjustable Button",N/A,Delivery,https://www.olx.com.pk/item/new-new-motion-sensor-bulb-holder-light-socket-screw-light-bulb-360-holder-led-pir-infrared-motion-sensor-lamp-switch-socket-with-adjustable-button-iid-ev453085-1
3 RCA Lead Cable Wire 1.5m Branded,N/A,Delivery,https://www.olx.com.pk/item/3-rca-lead-cable-wire-1-5m-branded-iid-ev420807-1
"Garlic Dicer Pro Garlic Peeler Vegetable Dicer Garlic Chopper Cutter,Garlic Chopper Press No-Touch Pro Peeler Slicer Cutter for Nuts",N/A,Delivery,https://www.olx.com.pk/item/garlic-dicer-pro-garlic-peeler-vegetable-dicer-garlic-chopper-cutter-garlic-chopper-press-no-touch-pro-peeler-slicer-cutter-for-nuts-iid-ev460181-1
Nexus 8kW Single-Phase Hybrid Inverter,N/A,Featured,https://www.olx.com.pk/item/nexus-8kw-single-phase-hybrid-inverter-iid-1107865296
"Samsung 2 Door Fridge/Freezer – Good Condition, Perfect Working",N/A,Featured,https://www.olx.com.pk/item/samsung-2-door-fridgefreezer-good-condition-perfect-working-iid-1113141133
Pridor inverter 15KW,N/A,Featured,https://www.olx.com.pk/item/pridor-inverter-15kw-iid-1107878680
APC SMART UPS ALL MODELS AVAILABLE 1kva to 10kva  All APC Smart UPS M,N/A,"Kalma Chowk, Lahore•",https://www.olx.com.pk/item/apc-smart-ups-all-models-available-1kva-to-10kva-all-apc-smart-ups-m-iid-1113346392
Generator Denemo 3.5 KV engine 15HP,N/A,"Lachi, Kohat•",https://www.olx.com.pk/item/generator-denemo-35-kv-engine-15hp-iid-1113346160
Lithium Iron Phosphate Lifepo4 Battery Charger 48V 20A 58.4 V,N/A,•,https://www.olx.com.pk/item/lithium-iron-phosphate-lifepo4-battery-charger-48v-20a-584-v-iid-1109311863
"HP Omen Laptop - Intel i7, 24576MB RAM, Windows 10 Pro",N/A,"Lake City, Lahore•",https://www.olx.com.pk/item/hp-omen-laptop-intel-i7-24576mb-ram-windows-10-pro-iid-1092241689
Audionic CLASSIC 1 PLUS Bluetooth Speaker with Box,N/A,"GT Road, Taxila•",https://www.olx.com.pk/item/audionic-classic-1-plus-bluetooth-speaker-with-box-iid-1086371264
PEL Refrigerator(full Size),N/A,"KLP Road, Sadiqabad•",https://www.olx.com.pk/item/pel-refrigeratorfull-size-iid-1113346446
Dawlance Vertical  Freezer,N/A,•,https://www.olx.com.pk/item/dawlance-vertical-freezer-iid-1113346387
2 tan ac forsale running condition no any fault . 100%%% ok,N/A,"Fawara Chowk, Faisalabad•",https://www.olx.com.pk/item/2-tan-ac-forsale-running-condition-no-any-fault-100-ok-iid-1113346384
GAEMS M155 Portable Gaming Monitor,N/A,"Airport Housing Society, Rawalpindi•",https://www.olx.com.pk/item/gaems-m155-portable-gaming-monitor-iid-1113346375
03055046545  ایک سال یوز کیا اور الحمدللہ بہترین کام کر رہا ہے جینین,N/A,"Rehmanpura Main Road, Sargodha•",https://www.olx.com.pk/item/03055046545--iid-1113346366
"Mitsubishi Mr. Slim 1.5 Ton AC – Model 3015425""",N/A,"Basit Town, Okara•",https://www.olx.com.pk/item/mitsubishi-mr-slim-15-ton-ac-model-3015425-iid-1113346356
Dell thinkpad,N/A,"Gulshan-e-Iqbal, Karachi•",https://www.olx.com.pk/item/dell-thinkpad-iid-1113346355
HP laptop full lush condition urgent sale,N/A,"Crescent Town, Lahore•",https://www.olx.com.pk/item/hp-laptop-full-lush-condition-urgent-sale-iid-1113346351
Gta 5 cd,N/A,"Sheikh Maltoon Town, Mardan•",https://www.olx.com.pk/item/gta-5-cd-iid-1113346348
Printers / Hp LASERJET All type of printers available in best price,N/A,Featured,https://www.olx.com.pk/item/printers-hp-laserjet-all-type-of-printers-available-in-best-price-iid-1112744982
apne purene ac/chiller/dead inverter/DC inverter/window ac sale kre,N/A,Featured,https://www.olx.com.pk/item/apne-purene-acchillerdead-inverterdc-inverterwindow-ac-sale-kre-iid-1084067638
Nexus 30kW On-Grid Inverter,N/A,Featured,https://www.olx.com.pk/item/nexus-30kw-on-grid-inverter-iid-1107824833
Gaming Steering wheel PXN V3PRO,N/A,Featured,https://www.olx.com.pk/item/gaming-steering-wheel-pxn-v3pro-iid-1111809290
Lenovo Chromebook 500E 2nd Gen With Stylus Pen | Wholesale Price,N/A,Featured,https://www.olx.com.pk/item/lenovo-chromebook-500e-2nd-gen-with-stylus-pen-wholesale-price-iid-1113065233
Unifi AP AC LR,N/A,Featured,https://www.olx.com.pk/item/unifi-ap-ac-lr-iid-1107065618
SINGER 9 Inch Tailor Scissors for Sewing - Ideal for Men and Women,N/A,Buy with Delivery,https://www.olx.com.pk/item/singer-9-inch-tailor-scissors-for-sewing-ideal-for-men-and-women-iid-ev245345-1
RN Electric Boiler and Food Cooker Egg Steamer - 18CM Portable Multifunction Device,N/A,Delivery,https://www.olx.com.pk/item/rn-electric-boiler-and-food-cooker-egg-steamer-18cm-portable-multifunction-device-iid-ev452509-1
Set of 2 Male and Female Electric Plug Switches - Heat Resistant and Safe,N/A,Delivery,https://www.olx.com.pk/item/set-of-2-male-and-female-electric-plug-switches-heat-resistant-and-safe-iid-ev439615-1
Matt 17-Inch Laptop Back Protector Skin,N/A,Delivery,https://www.olx.com.pk/item/matt-17-inch-laptop-back-protector-skin-iid-ev276087-1
"GTS 1346 (3"") Portable Bluetooth Speaker With RGB Lights Wireless Speaker by ALI's Electronics",N/A,Delivery,https://www.olx.com.pk/item/gts-1346-3-portable-bluetooth-speaker-with-rgb-lights-wireless-speaker-by-ali-s-electronics-iid-ev491223-1
Imported) Silver Crest - 4500 Watts 2 in 1 Multifunction Juicer / Blender & Dry Mill Jaar - SC1589,N/A,Delivery,https://www.olx.com.pk/item/imported-silver-crest-4500-watts-2-in-1-multifunction-juicer-blender-dry-mill-jaar-sc1589-iid-ev466334-1
Weifeng WT-330A Portable Tripod Stand with 3-Section Aluminum Legs,N/A,Delivery,https://www.olx.com.pk/item/weifeng-wt-330a-portable-tripod-stand-with-3-section-aluminum-legs-iid-ev355239-1
Philips LCD Touch - 1800 Watts Essential Air Fryer 7.0 Liter Capacity Master Chef with Rapid Air Technology For Oil Free Cooking,N/A,Delivery,https://www.olx.com.pk/item/philips-lcd-touch-1800-watts-essential-air-fryer-7-0-liter-capacity-master-chef-with-rapid-air-technology-for-oil-free-cooking-iid-ev479162-1
Panasonic Microwave Oven GL-7010W / Large Capacity / 20 Litres / Micro wave / 700Watt,N/A,Delivery,https://www.olx.com.pk/item/panasonic-microwave-oven-gl-7010w-large-capacity-20-litres-micro-wave-700watt-iid-ev481784-1
51.2v 314Ah Tricon Powers Lithium Battery,N/A,Featured,https://www.olx.com.pk/item/512v-314ah-tricon-powers-lithium-battery-iid-1112831056
APC Smart Ups 3KVA 2KVA 1.5KVA 1KVA Pure Sine Wave American UPS,N/A,Featured,https://www.olx.com.pk/item/apc-smart-ups-3kva-2kva-15kva-1kva-pure-sine-wave-american-ups-iid-1049168567
Lenovo IdeaPad 3i Core i5 12th Gen | 16GB RAM | 1TB Storage | Fingerpr,N/A,Featured,https://www.olx.com.pk/item/lenovo-ideapad-3i-core-i5-12th-gen-16gb-ram-1tb-storage-fingerpr-iid-1111481849
kenwood,N/A,"Bahar Shah Road, Lahore•",https://www.olx.com.pk/item/kenwood-iid-1113346332
12000w steplizer new condition,N/A,•,https://www.olx.com.pk/item/12000w-steplizer-new-condition-iid-1113346339
Asus Rog Ally x {Almost Brand NewFull box for sale delivery available,N/A,•,https://www.olx.com.pk/item/asus-rog-ally-x-almost-brand-newfull-box-for-sale-delivery-available-iid-1113346331
Dawlance refrigerator/ fridge,N/A,•,https://www.olx.com.pk/item/dawlance-refrigerator-fridge-iid-1113346329
bilkul ok hn like new fresh look,N/A,"Samanabad, Lahore•",https://www.olx.com.pk/item/bilkul-ok-hn-like-new-fresh-look-iid-1113346322
urgent sell,N/A,•,https://www.olx.com.pk/item/urgent-sell-iid-1113346319
Canon 550D dslr camera with 75-300 big lens  03025271768 what's ap ‎,N/A,"Liaquat Bagh, Rawalpindi•",https://www.olx.com.pk/item/canon-550d-dslr-camera-with-75-300-big-lens-03025271768-whats-ap-iid-1113346283
Air Cooler For Sale,N/A,"PIA Housing Scheme - Block E, Lahore•",https://www.olx.com.pk/item/air-cooler-for-sale-iid-1113346279
Workstation Zbook 17 G3| i7-6820Hq| 256gb 8gb 4Gb GPU Nvidia,N/A,•,https://www.olx.com.pk/item/workstation-zbook-17-g3-i7-6820hq-256gb-8gb-4gb-gpu-nvidia-iid-1113346278
"Laptop Lcd Screen panel 15.6"" 40 pins connector supported",N/A,"Township, Lahore•",https://www.olx.com.pk/item/laptop-lcd-screen-panel-156-40-pins-connector-supported-iid-1113346268
A new Lcd for sale,N/A,"Shalamar Town, Lahore•",https://www.olx.com.pk/item/a-new-lcd-for-sale-iid-1113346253
Converter 220 V to 110V,N/A,"Gulshan-e-Iqbal, Karachi•",https://www.olx.com.pk/item/converter-220-v-to-110v-iid-1113346250
Brita Water Jug with New Filters,N/A,•,https://www.olx.com.pk/item/brita-water-jug-with-new-filters-iid-1110365615
Hp Omen 15,N/A,Featured,https://www.olx.com.pk/item/hp-omen-15-iid-1113255767
All Sizes are available TCL  Sony 32  Smart Led Tv Samsung.,N/A,Featured,https://www.olx.com.pk/item/all-sizes-are-available-tcl-sony-32-smart-led-tv-samsung-iid-1110940300
Air Conditioner | Haier AC | Haier 2 ton AC | Ac | 2 ton Ac,N/A,Featured,https://www.olx.com.pk/item/air-conditioner-haier-ac-haier-2-ton-ac-ac-2-ton-ac-iid-1109443078
APC Smart Ups  SUA1500I / SMT1500I 1.5KVA UPS Best In LHR,N/A,Featured,https://www.olx.com.pk/item/apc-smart-ups-sua1500i-smt1500i-15kva-ups-best-in-lhr-iid-1112403361
Lenovo Yoga 370  i7 7th Generation Touch Screen Laptop,N/A,Featured,https://www.olx.com.pk/item/lenovo-yoga-370-i7-7th-generation-touch-screen-laptop-iid-1097500003
3 Gears Portable Iron Mini Foldable Heat Press Ironing Machine Adjustable Temperature Household Travel Folding Electric Iron,N/A,Buy with Delivery,https://www.olx.com.pk/item/3-gears-portable-iron-mini-foldable-heat-press-ironing-machine-adjustable-temperature-household-travel-folding-electric-iron-iid-ev528110-1
9-Inch Red and Silver Stainless Steel Scissors by KS,N/A,Delivery,https://www.olx.com.pk/item/9-inch-red-and-silver-stainless-steel-scissors-by-ks-iid-ev244336-1
All-Sizes Waterproof Washing Machine Cover,N/A,Delivery,https://www.olx.com.pk/item/all-sizes-waterproof-washing-machine-cover-iid-ev383129-1
Handheld Coffee Bitter Beater Mixer & Whisker,N/A,Delivery,https://www.olx.com.pk/item/handheld-coffee-bitter-beater-mixer-whisker-iid-ev243446-1
Self Adhesive Mirror Small: Approx 20x30cm,N/A,Delivery,https://www.olx.com.pk/item/self-adhesive-mirror-small-approx-20x30cm-iid-ev532600-1
